year,player,finish,total_score,prize_money,points,round,score,rows_per_year,winner_ind,prize_money_small
2008,Angel Cabrera,T25,292,54844,201.09,r3_score,73,4,0,13711
2008,Adam Scott,T25,292,54844,201.09,r3_score,70,4,0,13711
2008,Angel Cabrera,T25,292,54844,201.09,r4_score,74,4,0,13711
2008,Adam Scott,T25,292,54844,201.09,r4_score,76,4,0,13711
2008,Zach Johnson,T20,291,84300,309.1,r1_score,70,4,0,21075
2008,Bubba Watson,T20,291,84300,309.1,r1_score,74,4,0,21075
2008,Zach Johnson,T20,291,84300,309.1,r2_score,76,4,0,21075
2008,Bubba Watson,T20,291,84300,309.1,r2_score,71,4,0,21075
2008,Zach Johnson,T20,291,84300,309.1,r3_score,68,4,0,21075
2008,Bubba Watson,T20,291,84300,309.1,r3_score,73,4,0,21075
2008,Zach Johnson,T20,291,84300,309.1,r4_score,77,4,0,21075
2008,Bubba Watson,T20,291,84300,309.1,r4_score,73,4,0,21075
2008,Mike Weir,T17,290,112500,412.5,r1_score,73,4,0,28125
2008,Mike Weir,T17,290,112500,412.5,r2_score,68,4,0,28125
2008,Mike Weir,T17,290,112500,412.5,r3_score,75,4,0,28125
2008,Mike Weir,T17,290,112500,412.5,r4_score,74,4,0,28125
2008,Sergio Garcia,CUT,148,,0,r1_score,76,4,0,
2008,Sergio Garcia,CUT,148,,0,r2_score,72,4,0,
2008,Sergio Garcia,CUT,148,,0,r3_score,,4,0,
2008,Sergio Garcia,CUT,148,,0,r4_score,,4,0,
2008,Tiger Woods,2,283,810000,"2,970.00",r1_score,72,4,0,202500
2008,Tiger Woods,2,283,810000,"2,970.00",r2_score,71,4,0,202500
2008,Tiger Woods,2,283,810000,"2,970.00",r3_score,68,4,0,202500
2008,Tiger Woods,2,283,810000,"2,970.00",r4_score,72,4,0,202500
2008,Trevor Immelman,1,280,1350000,"4,950.00",r1_score,68,4,1,337500
2008,Trevor Immelman,1,280,1350000,"4,950.00",r2_score,68,4,1,337500
2008,Trevor Immelman,1,280,1350000,"4,950.00",r3_score,69,4,1,337500
2008,Trevor Immelman,1,280,1350000,"4,950.00",r4_score,75,4,1,337500
2007,Trevor Immelman,T55,309,16530,62.7,r1_score,74,4,0,4132.5
2007,Trevor Immelman,T55,309,16530,62.7,r2_score,77,4,0,4132.5
2007,Trevor Immelman,T55,309,16530,62.7,r3_score,81,4,0,4132.5
2007,Trevor Immelman,T55,309,16530,62.7,r4_score,77,4,0,4132.5
2007,Angel Cabrera,T37,302,31900,121,r1_score,77,4,0,7975
2007,Angel Cabrera,T37,302,31900,121,r2_score,75,4,0,7975
2007,Angel Cabrera,T37,302,31900,121,r3_score,79,4,0,7975
2007,Angel Cabrera,T37,302,31900,121,r4_score,71,4,0,7975
2007,Adam Scott,T27,300,53650,203.5,r1_score,74,4,0,13412.5
2007,Adam Scott,T27,300,53650,203.5,r2_score,78,4,0,13412.5
2007,Adam Scott,T27,300,53650,203.5,r3_score,76,4,0,13412.5
2007,Adam Scott,T27,300,53650,203.5,r4_score,72,4,0,13412.5
2007,Phil Mickelson,T24,299,63800,242,r1_score,76,4,0,15950
2007,Phil Mickelson,T24,299,63800,242,r2_score,73,4,0,15950
2007,Phil Mickelson,T24,299,63800,242,r3_score,73,4,0,15950
2007,Phil Mickelson,T24,299,63800,242,r4_score,77,4,0,15950
2007,Mike Weir,T20,298,84462,320.38,r1_score,75,4,0,21115.5
2007,Mike Weir,T20,298,84462,320.38,r2_score,72,4,0,21115.5
2007,Mike Weir,T20,298,84462,320.38,r3_score,80,4,0,21115.5
2007,Mike Weir,T20,298,84462,320.38,r4_score,71,4,0,21115.5
2007,Tiger Woods,T2,291,541333,"2,053.33",r1_score,73,4,0,135333.25
2007,Tiger Woods,T2,291,541333,"2,053.33",r2_score,74,4,0,135333.25
2007,Tiger Woods,T2,291,541333,"2,053.33",r3_score,72,4,0,135333.25
2007,Tiger Woods,T2,291,541333,"2,053.33",r4_score,72,4,0,135333.25
2007,Sergio Garcia,CUT,154,,0,r1_score,76,4,0,
2007,Sergio Garcia,CUT,154,,0,r2_score,78,4,0,
2007,Sergio Garcia,CUT,154,,0,r3_score,,4,0,
2007,Sergio Garcia,CUT,154,,0,r4_score,,4,0,
2007,Zach Johnson,1,289,1305000,"4,950.00",r1_score,71,4,1,326250
2007,Zach Johnson,1,289,1305000,"4,950.00",r2_score,73,4,1,326250
2007,Zach Johnson,1,289,1305000,"4,950.00",r3_score,76,4,1,326250
2007,Zach Johnson,1,289,1305000,"4,950.00",r4_score,69,4,1,326250
2006,Angel Cabrera,T8,285,210000,0,r1_score,73,4,0,52500
2006,Angel Cabrera,T8,285,210000,0,r2_score,74,4,0,52500
2006,Angel Cabrera,T8,285,210000,0,r3_score,70,4,0,52500
2006,Angel Cabrera,T8,285,210000,0,r4_score,68,4,0,52500
2006,Zach Johnson,T32,293,40512,0,r1_score,74,4,0,10128
2006,Zach Johnson,T32,293,40512,0,r2_score,72,4,0,10128
2006,Zach Johnson,T32,293,40512,0,r3_score,77,4,0,10128
2006,Zach Johnson,T32,293,40512,0,r4_score,70,4,0,10128
2006,Tiger Woods,T3,284,315700,0,r1_score,72,4,0,78925
2006,Tiger Woods,T3,284,315700,0,r2_score,71,4,0,78925
2006,Tiger Woods,T3,284,315700,0,r3_score,71,4,0,78925
2006,Tiger Woods,T3,284,315700,0,r4_score,70,4,0,78925
2006,Adam Scott,T27,292,49700,0,r1_score,72,4,0,12425
2006,Adam Scott,T27,292,49700,0,r2_score,74,4,0,12425
2006,Adam Scott,T27,292,49700,0,r3_score,75,4,0,12425
2006,Adam Scott,T27,292,49700,0,r4_score,71,4,0,12425
2006,Mike Weir,T11,287,161000,0,r1_score,71,4,0,40250
2006,Mike Weir,T11,287,161000,0,r2_score,73,4,0,40250
2006,Mike Weir,T11,287,161000,0,r3_score,73,4,0,40250
2006,Mike Weir,T11,287,161000,0,r4_score,70,4,0,40250
2006,Trevor Immelman,CUT,151,,0,r1_score,75,4,0,
2006,Trevor Immelman,CUT,151,,0,r2_score,76,4,0,
2006,Trevor Immelman,CUT,151,,0,r3_score,,4,0,
2006,Trevor Immelman,CUT,151,,0,r4_score,,4,0,
2006,Sergio Garcia,46,298,21700,0,r1_score,72,4,0,5425
2006,Sergio Garcia,46,298,21700,0,r2_score,74,4,0,5425
2006,Sergio Garcia,46,298,21700,0,r3_score,79,4,0,5425
2006,Sergio Garcia,46,298,21700,0,r4_score,73,4,0,5425
2006,Phil Mickelson,1,281,1260000,0,r1_score,70,4,1,315000
2006,Phil Mickelson,1,281,1260000,0,r2_score,72,4,1,315000
2006,Phil Mickelson,1,281,1260000,0,r3_score,70,4,1,315000
2006,Phil Mickelson,1,281,1260000,0,r4_score,69,4,1,315000
2005,Trevor Immelman,T5,284,237300,0,r1_score,73,4,0,59325
2005,Mike Weir,T5,284,237300,0,r1_score,74,4,0,59325
2005,Trevor Immelman,T5,284,237300,0,r2_score,73,4,0,59325
2005,Mike Weir,T5,284,237300,0,r2_score,71,4,0,59325
2005,Trevor Immelman,T5,284,237300,0,r3_score,65,4,0,59325
2005,Mike Weir,T5,284,237300,0,r3_score,68,4,0,59325
2005,Trevor Immelman,T5,284,237300,0,r4_score,73,4,0,59325
2005,Mike Weir,T5,284,237300,0,r4_score,71,4,0,59325
2005,Adam Scott,T33,294,39620,0,r1_score,71,4,0,9905
2005,Adam Scott,T33,294,39620,0,r2_score,76,4,0,9905
2005,Adam Scott,T33,294,39620,0,r3_score,72,4,0,9905
2005,Adam Scott,T33,294,39620,0,r4_score,75,4,0,9905
2005,Sergio Garcia,CUT,149,,0,r1_score,77,4,0,
2005,Angel Cabrera,CUT,150,,0,r1_score,77,4,0,
2005,Zach Johnson,CUT,152,,0,r1_score,81,4,0,
2005,Sergio Garcia,CUT,149,,0,r2_score,72,4,0,
2005,Angel Cabrera,CUT,150,,0,r2_score,73,4,0,
2005,Zach Johnson,CUT,152,,0,r2_score,71,4,0,
2005,Sergio Garcia,CUT,149,,0,r3_score,,4,0,
2005,Angel Cabrera,CUT,150,,0,r3_score,,4,0,
2005,Zach Johnson,CUT,152,,0,r3_score,,4,0,
2005,Sergio Garcia,CUT,149,,0,r4_score,,4,0,
2005,Angel Cabrera,CUT,150,,0,r4_score,,4,0,
2005,Zach Johnson,CUT,152,,0,r4_score,,4,0,
2005,Phil Mickelson,10,285,189000,0,r1_score,70,4,0,47250
2005,Phil Mickelson,10,285,189000,0,r2_score,72,4,0,47250
2005,Phil Mickelson,10,285,189000,0,r3_score,69,4,0,47250
2005,Phil Mickelson,10,285,189000,0,r4_score,74,4,0,47250
2005,Tiger Woods,1,276,1260000,0,r1_score,74,4,1,315000
2005,Tiger Woods,1,276,1260000,0,r2_score,66,4,1,315000
2005,Tiger Woods,1,276,1260000,0,r3_score,65,4,1,315000
2005,Tiger Woods,1,276,1260000,0,r4_score,71,4,1,315000
2004,Sergio Garcia,T4,285,286000,0,r1_score,72,4,0,71500
2004,Sergio Garcia,T4,285,286000,0,r2_score,72,4,0,71500
2004,Sergio Garcia,T4,285,286000,0,r3_score,75,4,0,71500
2004,Sergio Garcia,T4,285,286000,0,r4_score,66,4,0,71500
2004,Tiger Woods,T22,290,70200,0,r1_score,75,4,0,17550
2004,Tiger Woods,T22,290,70200,0,r2_score,69,4,0,17550
2004,Tiger Woods,T22,290,70200,0,r3_score,75,4,0,17550
2004,Tiger Woods,T22,290,70200,0,r4_score,71,4,0,17550
2004,Mike Weir,CUT,149,,0,r1_score,79,4,0,
2004,Angel Cabrera,CUT,151,,0,r1_score,74,4,0,
2004,Trevor Immelman,CUT,153,,0,r1_score,77,4,0,
2004,Adam Scott,CUT,153,,0,r1_score,80,4,0,
2004,Mike Weir,CUT,149,,0,r2_score,70,4,0,
2004,Angel Cabrera,CUT,151,,0,r2_score,77,4,0,
2004,Trevor Immelman,CUT,153,,0,r2_score,76,4,0,
2004,Adam Scott,CUT,153,,0,r2_score,73,4,0,
2004,Mike Weir,CUT,149,,0,r3_score,,4,0,
2004,Angel Cabrera,CUT,151,,0,r3_score,,4,0,
2004,Trevor Immelman,CUT,153,,0,r3_score,,4,0,
2004,Adam Scott,CUT,153,,0,r3_score,,4,0,
2004,Mike Weir,CUT,149,,0,r4_score,,4,0,
2004,Angel Cabrera,CUT,151,,0,r4_score,,4,0,
2004,Trevor Immelman,CUT,153,,0,r4_score,,4,0,
2004,Adam Scott,CUT,153,,0,r4_score,,4,0,
2004,Phil Mickelson,1,279,1170000,0,r1_score,72,4,1,292500
2004,Phil Mickelson,1,279,1170000,0,r2_score,69,4,1,292500
2004,Phil Mickelson,1,279,1170000,0,r3_score,69,4,1,292500
2004,Phil Mickelson,1,279,1170000,0,r4_score,69,4,1,292500
2003,Sergio Garcia,T28,294,43500,0,r1_score,69,4,0,10875
2003,Sergio Garcia,T28,294,43500,0,r2_score,78,4,0,10875
2003,Sergio Garcia,T28,294,43500,0,r3_score,74,4,0,10875
2003,Sergio Garcia,T28,294,43500,0,r4_score,73,4,0,10875
2003,Adam Scott,T23,293,57600,0,r1_score,77,4,0,14400
2003,Adam Scott,T23,293,57600,0,r2_score,72,4,0,14400
2003,Adam Scott,T23,293,57600,0,r3_score,74,4,0,14400
2003,Adam Scott,T23,293,57600,0,r4_score,70,4,0,14400
2003,Angel Cabrera,T15,290,93000,0,r1_score,76,4,0,23250
2003,Tiger Woods,T15,290,93000,0,r1_score,76,4,0,23250
2003,Angel Cabrera,T15,290,93000,0,r2_score,71,4,0,23250
2003,Tiger Woods,T15,290,93000,0,r2_score,73,4,0,23250
2003,Angel Cabrera,T15,290,93000,0,r3_score,71,4,0,23250
2003,Tiger Woods,T15,290,93000,0,r3_score,66,4,0,23250
2003,Angel Cabrera,T15,290,93000,0,r4_score,72,4,0,23250
2003,Tiger Woods,T15,290,93000,0,r4_score,75,4,0,23250
2003,Phil Mickelson,3,283,408000,0,r1_score,73,4,0,102000
2003,Phil Mickelson,3,283,408000,0,r2_score,70,4,0,102000
2003,Phil Mickelson,3,283,408000,0,r3_score,72,4,0,102000
2003,Phil Mickelson,3,283,408000,0,r4_score,68,4,0,102000
2003,Mike Weir,1,281,1080000,0,r1_score,70,4,1,270000
2003,Mike Weir,1,281,1080000,0,r2_score,68,4,1,270000
2003,Mike Weir,1,281,1080000,0,r3_score,75,4,1,270000
2003,Mike Weir,1,281,1080000,0,r4_score,68,4,1,270000
2002,Angel Cabrera,T9,285,151200,0,r1_score,68,4,0,37800
2002,Adam Scott,T9,285,151200,0,r1_score,71,4,0,37800
2002,Angel Cabrera,T9,285,151200,0,r2_score,71,4,0,37800
2002,Adam Scott,T9,285,151200,0,r2_score,72,4,0,37800
2002,Angel Cabrera,T9,285,151200,0,r3_score,73,4,0,37800
2002,Adam Scott,T9,285,151200,0,r3_score,72,4,0,37800
2002,Angel Cabrera,T9,285,151200,0,r4_score,73,4,0,37800
2002,Adam Scott,T9,285,151200,0,r4_score,70,4,0,37800
2002,Mike Weir,T24,290,46480,0,r1_score,72,4,0,11620
2002,Mike Weir,T24,290,46480,0,r2_score,71,4,0,11620
2002,Mike Weir,T24,290,46480,0,r3_score,71,4,0,11620
2002,Mike Weir,T24,290,46480,0,r4_score,76,4,0,11620
2002,Sergio Garcia,8,284,173600,0,r1_score,68,4,0,43400
2002,Sergio Garcia,8,284,173600,0,r2_score,71,4,0,43400
2002,Sergio Garcia,8,284,173600,0,r3_score,70,4,0,43400
2002,Sergio Garcia,8,284,173600,0,r4_score,75,4,0,43400
2002,Phil Mickelson,3,280,380800,0,r1_score,69,4,0,95200
2002,Phil Mickelson,3,280,380800,0,r2_score,72,4,0,95200
2002,Phil Mickelson,3,280,380800,0,r3_score,68,4,0,95200
2002,Phil Mickelson,3,280,380800,0,r4_score,71,4,0,95200
2002,Tiger Woods,1,276,1008000,0,r1_score,70,4,1,252000
2002,Tiger Woods,1,276,1008000,0,r2_score,69,4,1,252000
2002,Tiger Woods,1,276,1008000,0,r3_score,66,4,1,252000
2002,Tiger Woods,1,276,1008000,0,r4_score,71,4,1,252000
2001,Mike Weir,T27,287,40600,0,r1_score,74,4,0,10150
2001,Mike Weir,T27,287,40600,0,r2_score,69,4,0,10150
2001,Mike Weir,T27,287,40600,0,r3_score,72,4,0,10150
2001,Mike Weir,T27,287,40600,0,r4_score,72,4,0,10150
2001,Angel Cabrera,T10,280,128800,0,r1_score,66,4,0,32200
2001,Angel Cabrera,T10,280,128800,0,r2_score,71,4,0,32200
2001,Angel Cabrera,T10,280,128800,0,r3_score,70,4,0,32200
2001,Angel Cabrera,T10,280,128800,0,r4_score,73,4,0,32200
2001,Sergio Garcia,CUT,146,,0,r1_score,70,4,0,
2001,Sergio Garcia,CUT,146,,0,r2_score,76,4,0,
2001,Sergio Garcia,CUT,146,,0,r3_score,,4,0,
2001,Sergio Garcia,CUT,146,,0,r4_score,,4,0,
2001,Phil Mickelson,3,275,380800,0,r1_score,67,4,0,95200
2001,Phil Mickelson,3,275,380800,0,r2_score,69,4,0,95200
2001,Phil Mickelson,3,275,380800,0,r3_score,69,4,0,95200
2001,Phil Mickelson,3,275,380800,0,r4_score,70,4,0,95200
2001,Tiger Woods,1,272,1008000,0,r1_score,70,4,1,252000
2001,Tiger Woods,1,272,1008000,0,r2_score,66,4,1,252000
2001,Tiger Woods,1,272,1008000,0,r3_score,68,4,1,252000
2001,Tiger Woods,1,272,1008000,0,r4_score,68,4,1,252000
2000,Phil Mickelson,T7,286,143367,0,r1_score,71,4,0,35841.75
2000,Phil Mickelson,T7,286,143367,0,r2_score,68,4,0,35841.75
2000,Phil Mickelson,T7,286,143367,0,r3_score,76,4,0,35841.75
2000,Phil Mickelson,T7,286,143367,0,r4_score,71,4,0,35841.75
2000,Sergio Garcia,T40,295,17480,0,r1_score,70,4,0,4370
2000,Sergio Garcia,T40,295,17480,0,r2_score,72,4,0,4370
2000,Sergio Garcia,T40,295,17480,0,r3_score,75,4,0,4370
2000,Sergio Garcia,T40,295,17480,0,r4_score,78,4,0,4370
2000,Mike Weir,T28,293,28673,0,r1_score,75,4,0,7168.25
2000,Mike Weir,T28,293,28673,0,r2_score,70,4,0,7168.25
2000,Mike Weir,T28,293,28673,0,r3_score,70,4,0,7168.25
2000,Mike Weir,T28,293,28673,0,r4_score,78,4,0,7168.25
2000,Angel Cabrera,CUT,150,,0,r1_score,74,4,0,
2000,Angel Cabrera,CUT,150,,0,r2_score,76,4,0,
2000,Angel Cabrera,CUT,150,,0,r3_score,,4,0,
2000,Angel Cabrera,CUT,150,,0,r4_score,,4,0,
2000,Tiger Woods,5,284,184000,0,r1_score,75,4,0,46000
2000,Tiger Woods,5,284,184000,0,r2_score,72,4,0,46000
2000,Tiger Woods,5,284,184000,0,r3_score,68,4,0,46000
2000,Tiger Woods,5,284,184000,0,r4_score,69,4,0,46000
1999,Phil Mickelson,T6,285,125200,0,r1_score,74,4,0,31300
1999,Phil Mickelson,T6,285,125200,0,r2_score,69,4,0,31300
1999,Phil Mickelson,T6,285,125200,0,r3_score,71,4,0,31300
1999,Phil Mickelson,T6,285,125200,0,r4_score,71,4,0,31300
1999,Sergio Garcia,T38,295,,0,r1_score,72,4,0,
1999,Sergio Garcia,T38,295,,0,r2_score,75,4,0,
1999,Sergio Garcia,T38,295,,0,r3_score,75,4,0,
1999,Sergio Garcia,T38,295,,0,r4_score,73,4,0,
1999,Tiger Woods,T18,289,52160,0,r1_score,72,4,0,13040
1999,Tiger Woods,T18,289,52160,0,r2_score,72,4,0,13040
1999,Tiger Woods,T18,289,52160,0,r3_score,70,4,0,13040
1999,Tiger Woods,T18,289,52160,0,r4_score,75,4,0,13040
1999,Trevor Immelman,56,305,,0,r1_score,72,4,0,
1999,Trevor Immelman,56,305,,0,r2_score,76,4,0,
1999,Trevor Immelman,56,305,,0,r3_score,78,4,0,
1999,Trevor Immelman,56,305,,0,r4_score,79,4,0,
1998,Tiger Woods,T8,285,89600,0,r1_score,71,4,0,22400
1998,Tiger Woods,T8,285,89600,0,r2_score,72,4,0,22400
1998,Tiger Woods,T8,285,89600,0,r3_score,72,4,0,22400
1998,Tiger Woods,T8,285,89600,0,r4_score,70,4,0,22400
1998,Phil Mickelson,T12,286,64800,0,r1_score,74,4,0,16200
1998,Phil Mickelson,T12,286,64800,0,r2_score,69,4,0,16200
1998,Phil Mickelson,T12,286,64800,0,r3_score,69,4,0,16200
1998,Phil Mickelson,T12,286,64800,0,r4_score,74,4,0,16200
1997,Phil Mickelson,CUT,150,,0,r1_score,76,4,0,
1997,Phil Mickelson,CUT,150,,0,r2_score,74,4,0,
1997,Phil Mickelson,CUT,150,,0,r3_score,,4,0,
1997,Phil Mickelson,CUT,150,,0,r4_score,,4,0,
1997,Tiger Woods,1,270,486000,0,r1_score,70,4,1,121500
1997,Tiger Woods,1,270,486000,0,r2_score,66,4,1,121500
1997,Tiger Woods,1,270,486000,0,r3_score,65,4,1,121500
1997,Tiger Woods,1,270,486000,0,r4_score,69,4,1,121500
1996,Tiger Woods,CUT,150,,0,r1_score,75,4,0,
1996,Tiger Woods,CUT,150,,0,r2_score,75,4,0,
1996,Tiger Woods,CUT,150,,0,r3_score,,4,0,
1996,Tiger Woods,CUT,150,,0,r4_score,,4,0,
1996,Phil Mickelson,3,282,170000,0,r1_score,65,4,0,42500
1996,Phil Mickelson,3,282,170000,0,r2_score,73,4,0,42500
1996,Phil Mickelson,3,282,170000,0,r3_score,72,4,0,42500
1996,Phil Mickelson,3,282,170000,0,r4_score,72,4,0,42500
1995,Phil Mickelson,T7,280,70950,0,r1_score,66,4,0,17737.5
1995,Phil Mickelson,T7,280,70950,0,r2_score,71,4,0,17737.5
1995,Phil Mickelson,T7,280,70950,0,r3_score,70,4,0,17737.5
1995,Phil Mickelson,T7,280,70950,0,r4_score,73,4,0,17737.5
1995,Tiger Woods,T41,293,,0,r1_score,72,4,0,
1995,Tiger Woods,T41,293,,0,r2_score,72,4,0,
1995,Tiger Woods,T41,293,,0,r3_score,77,4,0,
1995,Tiger Woods,T41,293,,0,r4_score,72,4,0,
1993,Phil Mickelson,T34,291,8975,0,r1_score,72,4,0,2243.75
1993,Phil Mickelson,T34,291,8975,0,r2_score,71,4,0,2243.75
1993,Phil Mickelson,T34,291,8975,0,r3_score,75,4,0,2243.75
1993,Phil Mickelson,T34,291,8975,0,r4_score,73,4,0,2243.75
1991,Phil Mickelson,T46,290,,0,r1_score,69,4,0,
1991,Phil Mickelson,T46,290,,0,r2_score,73,4,0,
1991,Phil Mickelson,T46,290,,0,r3_score,74,4,0,
1991,Phil Mickelson,T46,290,,0,r4_score,74,4,0,
